Prolific_ID,Option Generated,Generation,Scenario,How Good,How Probable,How Morally Acceptable,How Normal
610caddd4cac0d49d4261368,Drop the class and give up for this year; try again the next year,6,Scenario 8,0,10,45,55
610caddd4cac0d49d4261368,Talk to a close friend or someone she knows well that is good at biology and see what they think are the best pointers for her to study and take to class the next day,7,Scenario 8,100,35,100,30
610caddd4cac0d49d4261368,Start some sort of huge commotion in the middle of the class like pulling a fire alarm that disrupts everyone so that the teacher will be forced to change the test date to another day for everyone,8,Scenario 8,0,5,0,2
62e027478bb6dca099c2e207,put up a go fund me,2,Scenario 1,100,100,90,100
62e027478bb6dca099c2e207,ask friends,3,Scenario 1,100,100,100,98
62e027478bb6dca099c2e207,ask family,4,Scenario 1,100,100,100,100
62e027478bb6dca099c2e207,ask the community,5,Scenario 1,100,100,100,100
62e027478bb6dca099c2e207,write to politicians,6,Scenario 1,100,75,100,100
62e027478bb6dca099c2e207,write to drug companies,7,Scenario 1,100,50,100,100
62e027478bb6dca099c2e207,write to influencers,8,Scenario 1,100,60,100,100
62e027478bb6dca099c2e207,Call an uber,1,Scenario 2,100,100,100,100
62e027478bb6dca099c2e207,call a taxi ,2,Scenario 2,80,80,100,100
62e027478bb6dca099c2e207,call a friend,3,Scenario 2,100,97,100,100
62e027478bb6dca099c2e207,call family,4,Scenario 2,100,100,100,100
62e027478bb6dca099c2e207,hitchhike,5,Scenario 2,50,30,50,35
62e027478bb6dca099c2e207,run,6,Scenario 2,50,15,40,20
62e027478bb6dca099c2e207,take a bus,7,Scenario 2,50,30,100,52
62e027478bb6dca099c2e207,take a train,8,Scenario 2,50,50,100,50
62e027478bb6dca099c2e207,,2,Scenario 3,,,,
62e027478bb6dca099c2e207,,3,Scenario 3,,,,
62e027478bb6dca099c2e207,,4,Scenario 3,,,,
62e027478bb6dca099c2e207,,5,Scenario 3,,,,
62e027478bb6dca099c2e207,,6,Scenario 3,,,,
62e027478bb6dca099c2e207,,7,Scenario 3,,,,
62e027478bb6dca099c2e207,,8,Scenario 3,,,,
62e027478bb6dca099c2e207,,1,Scenario 4,,,,
62e027478bb6dca099c2e207,,2,Scenario 4,,,,
62e027478bb6dca099c2e207,,3,Scenario 4,,,,
62e027478bb6dca099c2e207,,5,Scenario 4,,,,
62e027478bb6dca099c2e207,,6,Scenario 4,,,,
62e027478bb6dca099c2e207,,7,Scenario 4,,,,
62e027478bb6dca099c2e207,,8,Scenario 4,,,,
62e027478bb6dca099c2e207,,1,Scenario 5,,,,
62e027478bb6dca099c2e207,,2,Scenario 5,,,,
62e027478bb6dca099c2e207,,3,Scenario 5,,,,
62e027478bb6dca099c2e207,,4,Scenario 5,,,,
62e027478bb6dca099c2e207,,6,Scenario 5,,,,
62e027478bb6dca099c2e207,,7,Scenario 5,,,,
62e027478bb6dca099c2e207,,8,Scenario 5,,,,
62e027478bb6dca099c2e207,Renew her membership right now,1,Scenario 6,100,100,100,100
62e027478bb6dca099c2e207,Take a long walk during her break,2,Scenario 6,100,90,100,100
62e027478bb6dca099c2e207,Go to lunch,3,Scenario 6,100,89,100,100
62e027478bb6dca099c2e207,Call a friend,5,Scenario 6,100,61,100,100
62e027478bb6dca099c2e207,Go back to work,6,Scenario 6,50,40,100,35
62e027478bb6dca099c2e207,Go to the park,7,Scenario 6,100,60,100,100
62e027478bb6dca099c2e207,Do yoga in the park,8,Scenario 6,100,50,100,50
62e027478bb6dca099c2e207,Pay with cash,1,Scenario 7,100,100,100,100
62e027478bb6dca099c2e207,use a different card,2,Scenario 7,100,100,100,100
62e027478bb6dca099c2e207,wash dishes ,3,Scenario 7,36,23,66,22
62e027478bb6dca099c2e207,ask my date to pay,4,Scenario 7,70,61,62,59
62e027478bb6dca099c2e207,call the credit card company,5,Scenario 7,100,89,100,100
62e027478bb6dca099c2e207,go back to my apt and get cash,6,Scenario 7,68,49,100,50
62e027478bb6dca099c2e207,take money out at an atm,7,Scenario 7,100,60,100,100
62e027478bb6dca099c2e207,Borrow money,8,Scenario 7,50,30,50,40
62e027478bb6dca099c2e207,,1,Scenario 8,,,,
62e027478bb6dca099c2e207,,2,Scenario 8,,,,
62e027478bb6dca099c2e207,,3,Scenario 8,,,,
62e027478bb6dca099c2e207,,4,Scenario 8,,,,
62e027478bb6dca099c2e207,,5,Scenario 8,,,,
62e027478bb6dca099c2e207,,6,Scenario 8,,,,
62e027478bb6dca099c2e207,,7,Scenario 8,,,,
62e027478bb6dca099c2e207,,8,Scenario 8,,,,
63fb7bd7941b345c37a9c54e,,2,Scenario 1,,,,
63fb7bd7941b345c37a9c54e,,3,Scenario 1,,,,
63fb7bd7941b345c37a9c54e,,4,Scenario 1,,,,
63fb7bd7941b345c37a9c54e,,5,Scenario 1,,,,
63fb7bd7941b345c37a9c54e,,6,Scenario 1,,,,
63fb7bd7941b345c37a9c54e,,7,Scenario 1,,,,
63fb7bd7941b345c37a9c54e,,8,Scenario 1,,,,
63fb7bd7941b345c37a9c54e,Josh could call a ride share service to come pick him up,1,Scenario 2,95,99,83,94
63fb7bd7941b345c37a9c54e,She could call or stop a taxi to continue his journey,2,Scenario 2,98,99,99,93
63fb7bd7941b345c37a9c54e,He could ask for help from the other drivers on the highway,3,Scenario 2,91,99,93,100
63fb7bd7941b345c37a9c54e,He could call for his car to be towed,4,Scenario 2,97,91,100,99
63fb7bd7941b345c37a9c54e,Josh could ask a relative to come pick up ,5,Scenario 2,100,94,98,94
63fb7bd7941b345c37a9c54e,Josh could ask a friend to take his car to the mechanic whiles he continue his journey to the airport in another car,6,Scenario 2,92,100,96,100
63fb7bd7941b345c37a9c54e,see if he can reschedule his flight a the airport,7,Scenario 2,100,97,100,98
63fb7bd7941b345c37a9c54e,Wait for help from someone to repair his car since he has a lot of time,8,Scenario 2,78,94,79,99
63fb7bd7941b345c37a9c54e,,2,Scenario 3,,,,
63fb7bd7941b345c37a9c54e,,3,Scenario 3,,,,
63fb7bd7941b345c37a9c54e,,4,Scenario 3,,,,
63fb7bd7941b345c37a9c54e,,5,Scenario 3,,,,
63fb7bd7941b345c37a9c54e,,6,Scenario 3,,,,
63fb7bd7941b345c37a9c54e,,7,Scenario 3,,,,
63fb7bd7941b345c37a9c54e,,8,Scenario 3,,,,
63fb7bd7941b345c37a9c54e,Mary could call her Mom to bring her homework assignment to school,1,Scenario 4,100,100,95,100
63fb7bd7941b345c37a9c54e,She could call her mom for the teacher to prove that it wasn't her fault,2,Scenario 4,95,97,93,100
63fb7bd7941b345c37a9c54e,She could quickly do a new one to turn in for the credit,3,Scenario 4,28,8,21,27
63fb7bd7941b345c37a9c54e,She could try explaining the situation to the teacher to see if she will get an extension,5,Scenario 4,100,97,99,100
63fb7bd7941b345c37a9c54e,She could ask some of her friends to help redo the assignment quickly,6,Scenario 4,0,12,7,16
63fb7bd7941b345c37a9c54e,Mary could try to get her mom to explain the situation to the teacher,7,Scenario 4,100,94,95,100
63fb7bd7941b345c37a9c54e,Politely request that the teacher let her do another homework to make up for this mistake.,8,Scenario 4,81,68,86,78
63fb7bd7941b345c37a9c54e,They could spread out to cover more grounds,1,Scenario 5,100,91,100,92
63fb7bd7941b345c37a9c54e,they could leave marks on their way to identify places they have been,2,Scenario 5,95,97,89,97
63fb7bd7941b345c37a9c54e,they could build a shelter to stay warm,3,Scenario 5,83,97,92,99
63fb7bd7941b345c37a9c54e,They could use less of their food to make it last longer,4,Scenario 5,98,99,100,95
63fb7bd7941b345c37a9c54e,They could make noises on their way to make it easy for them to be heard and seen.,6,Scenario 5,90,80,90,85
63fb7bd7941b345c37a9c54e,Search for water resources,7,Scenario 5,100,100,100,97
63fb7bd7941b345c37a9c54e,Pay attention to sounds nearby,8,Scenario 5,87,99,99,93
63fb7bd7941b345c37a9c54e,Liz could try renewing the subscription on her smartphone,1,Scenario 6,97,100,94,100
63fb7bd7941b345c37a9c54e,She could reschedule her workout,2,Scenario 6,88,80,100,94
63fb7bd7941b345c37a9c54e,She could check if they will allow her to renew her subscription at the gym center,3,Scenario 6,100,100,97,100
63fb7bd7941b345c37a9c54e,She could go home and try watching some workout videos online,5,Scenario 6,100,84,86,98
63fb7bd7941b345c37a9c54e,Liz could do some running exercise as well,6,Scenario 6,92,96,98,91
63fb7bd7941b345c37a9c54e,She could ask a friend or relative to help with the subscription renewal,7,Scenario 6,100,96,99,97
63fb7bd7941b345c37a9c54e,She could always go home without working out for the day,8,Scenario 6,27,40,74,67
63fb7bd7941b345c37a9c54e,,1,Scenario 7,,,,
63fb7bd7941b345c37a9c54e,,2,Scenario 7,,,,
63fb7bd7941b345c37a9c54e,,3,Scenario 7,,,,
63fb7bd7941b345c37a9c54e,,4,Scenario 7,,,,
63fb7bd7941b345c37a9c54e,,5,Scenario 7,,,,
63fb7bd7941b345c37a9c54e,,6,Scenario 7,,,,
63fb7bd7941b345c37a9c54e,,7,Scenario 7,,,,
63fb7bd7941b345c37a9c54e,,8,Scenario 7,,,,
63fb7bd7941b345c37a9c54e,,1,Scenario 8,,,,
63fb7bd7941b345c37a9c54e,,2,Scenario 8,,,,
63fb7bd7941b345c37a9c54e,,3,Scenario 8,,,,
63fb7bd7941b345c37a9c54e,,4,Scenario 8,,,,
63fb7bd7941b345c37a9c54e,,5,Scenario 8,,,,
63fb7bd7941b345c37a9c54e,,6,Scenario 8,,,,
63fb7bd7941b345c37a9c54e,,7,Scenario 8,,,,
63fb7bd7941b345c37a9c54e,,8,Scenario 8,,,,
5c01d3c509e9c70001500b10,,2,Scenario 1,,,,
5c01d3c509e9c70001500b10,,3,Scenario 1,,,,
5c01d3c509e9c70001500b10,,4,Scenario 1,,,,
5c01d3c509e9c70001500b10,,5,Scenario 1,,,,
5c01d3c509e9c70001500b10,,6,Scenario 1,,,,
5c01d3c509e9c70001500b10,,7,Scenario 1,,,,
5c01d3c509e9c70001500b10,,8,Scenario 1,,,,
5c01d3c509e9c70001500b10,,1,Scenario 2,,,,
5c01d3c509e9c70001500b10,,2,Scenario 2,,,,
5c01d3c509e9c70001500b10,,3,Scenario 2,,,,
5c01d3c509e9c70001500b10,,4,Scenario 2,,,,
5c01d3c509e9c70001500b10,,5,Scenario 2,,,,
5c01d3c509e9c70001500b10,,6,Scenario 2,,,,
5c01d3c509e9c70001500b10,,7,Scenario 2,,,,
5c01d3c509e9c70001500b10,,8,Scenario 2,,,,
5c01d3c509e9c70001500b10,,2,Scenario 3,,,,
5c01d3c509e9c70001500b10,,3,Scenario 3,,,,
5c01d3c509e9c70001500b10,,4,Scenario 3,,,,
5c01d3c509e9c70001500b10,,5,Scenario 3,,,,
5c01d3c509e9c70001500b10,,6,Scenario 3,,,,
5c01d3c509e9c70001500b10,,7,Scenario 3,,,,
5c01d3c509e9c70001500b10,,8,Scenario 3,,,,
5c01d3c509e9c70001500b10,Ask if her mom could bring her homework to school,1,Scenario 4,100,100,91,92
5c01d3c509e9c70001500b10,explain the situation and ask teacher if she could turn in the homework next day,2,Scenario 4,98,100,50,93
5c01d3c509e9c70001500b10,email a copy of homework to teacher,3,Scenario 4,99,78,97,100
5c01d3c509e9c70001500b10,redo the workhome ,5,Scenario 4,70,58,96,66
5c01d3c509e9c70001500b10,ask for additional assignment,6,Scenario 4,79,73,50,68
5c01d3c509e9c70001500b10,ask if she could submit a photo copy of the homework from home,7,Scenario 4,89,92,97,97
5c01d3c509e9c70001500b10,stay after school to complete it,8,Scenario 4,67,57,57,59
5c01d3c509e9c70001500b10,find or create shelter to protect against cold,1,Scenario 5,100,100,100,100
5c01d3c509e9c70001500b10,gather leaves for insulation,2,Scenario 5,100,100,100,100
5c01d3c509e9c70001500b10,start a fire for warmth,3,Scenario 5,100,100,34,84
5c01d3c509e9c70001500b10,signal for help using bright clothing,4,Scenario 5,100,100,100,100
5c01d3c509e9c70001500b10,stay still and minimize movement,6,Scenario 5,80,92,100,50
5c01d3c509e9c70001500b10,use clothing to cover and protect ,7,Scenario 5,100,100,100,100
5c01d3c509e9c70001500b10,consume food and water carefully,8,Scenario 5,95,69,93,74
5c01d3c509e9c70001500b10,renew membership immediately,1,Scenario 6,100,100,100,100
5c01d3c509e9c70001500b10,ask the gym if she could purchase one day pass,2,Scenario 6,65,41,100,41
5c01d3c509e9c70001500b10,take a walk in the parking lot instead,3,Scenario 6,63,10,100,25
5c01d3c509e9c70001500b10,go shopping ,5,Scenario 6,50,34,80,71
5c01d3c509e9c70001500b10,spend lunch break reading,6,Scenario 6,96,50,100,100
5c01d3c509e9c70001500b10,spend lunch break catch up with friends,7,Scenario 6,87,65,100,100
5c01d3c509e9c70001500b10,find gym that offer free trials that she could use that day,8,Scenario 6,89,50,100,60
5c01d3c509e9c70001500b10,pay with debit card,1,Scenario 7,100,100,100,100
5c01d3c509e9c70001500b10,call the bank if there is an error,2,Scenario 7,100,100,100,100
5c01d3c509e9c70001500b10, go to ATM and get some cash,3,Scenario 7,94,74,100,69
5c01d3c509e9c70001500b10,Ask friend if they can zelle him some money,4,Scenario 7,44,78,51,79
5c01d3c509e9c70001500b10,Ask parents if they can zelle him money,5,Scenario 7,42,56,49,59
5c01d3c509e9c70001500b10,Ask cousins if they can zelle him money,6,Scenario 7,46,73,66,73
5c01d3c509e9c70001500b10,ask his date if they can pay the bill and repay them,7,Scenario 7,34,42,50,30
5c01d3c509e9c70001500b10,use a different credit card,8,Scenario 7,69,96,100,100
5c01d3c509e9c70001500b10,,1,Scenario 8,,,,
5c01d3c509e9c70001500b10,,2,Scenario 8,,,,
5c01d3c509e9c70001500b10,,3,Scenario 8,,,,
5c01d3c509e9c70001500b10,,4,Scenario 8,,,,
5c01d3c509e9c70001500b10,,5,Scenario 8,,,,
5c01d3c509e9c70001500b10,,6,Scenario 8,,,,
5c01d3c509e9c70001500b10,,7,Scenario 8,,,,
5c01d3c509e9c70001500b10,,8,Scenario 8,,,,
5b9530390f85f600015705bf,,2,Scenario 1,,,,
5b9530390f85f600015705bf,,3,Scenario 1,,,,
5b9530390f85f600015705bf,,4,Scenario 1,,,,
5b9530390f85f600015705bf,,5,Scenario 1,,,,
5b9530390f85f600015705bf,,6,Scenario 1,,,,
5b9530390f85f600015705bf,,7,Scenario 1,,,,
5b9530390f85f600015705bf,,8,Scenario 1,,,,
5b9530390f85f600015705bf,,1,Scenario 2,,,,
5b9530390f85f600015705bf,,2,Scenario 2,,,,
5b9530390f85f600015705bf,,3,Scenario 2,,,,
5b9530390f85f600015705bf,,4,Scenario 2,,,,
5b9530390f85f600015705bf,,5,Scenario 2,,,,
5b9530390f85f600015705bf,,6,Scenario 2,,,,
5b9530390f85f600015705bf,,7,Scenario 2,,,,
5b9530390f85f600015705bf,,8,Scenario 2,,,,
5b9530390f85f600015705bf,report the money and state you don't know what happened to it,2,Scenario 3,100,90,100,100
5b9530390f85f600015705bf,overcharge the next customer for that amount,3,Scenario 3,0,3,0,0
5b9530390f85f600015705bf,steal the money from a fellow employee,4,Scenario 3,0,3,0,0
5b9530390f85f600015705bf,rob a customer for the money,5,Scenario 3,0,2,0,0
5b9530390f85f600015705bf,steal all the money and go out with a bang,6,Scenario 3,0,1,0,0
5b9530390f85f600015705bf,borrow the money from a friend and how them bring it,7,Scenario 3,50,50,74,10
5b9530390f85f600015705bf,get a quick small loan to pay for it,8,Scenario 3,50,10,50,0
5b9530390f85f600015705bf,ask her mom to bring it to the school,1,Scenario 4,100,100,100,100
5b9530390f85f600015705bf,skip classes to finish the work,2,Scenario 4,65,50,50,64
5b9530390f85f600015705bf,steal somone else's work,3,Scenario 4,0,5,0,4
5b9530390f85f600015705bf,pay someone to let you copy their work,5,Scenario 4,50,10,36,7
5b9530390f85f600015705bf,skip school,6,Scenario 4,50,50,80,66
5b9530390f85f600015705bf,explain to teacher what happened,7,Scenario 4,100,100,100,100
5b9530390f85f600015705bf,turn in something else and act like you accidentally turned in wrong paper.,8,Scenario 4,9,2,11,0
5b9530390f85f600015705bf,find a cave,1,Scenario 5,83,14,100,100
5b9530390f85f600015705bf,kill himself so his friends have a better chance,2,Scenario 5,0,1,50,0
5b9530390f85f600015705bf,"kill a friend, or all of them so he can keep the resorces for himself.",3,Scenario 5,0,1,0,0
5b9530390f85f600015705bf,go hunting,4,Scenario 5,96,87,100,100
5b9530390f85f600015705bf,keep hiking and hope you find your way back,6,Scenario 5,70,82,87,100
5b9530390f85f600015705bf,stay where they are and hope someone finds them,7,Scenario 5,66,82,83,94
5b9530390f85f600015705bf,sleep until they are found,8,Scenario 5,11,4,50,2
5b9530390f85f600015705bf,,1,Scenario 6,,,,
5b9530390f85f600015705bf,,2,Scenario 6,,,,
5b9530390f85f600015705bf,,3,Scenario 6,,,,
5b9530390f85f600015705bf,,5,Scenario 6,,,,
5b9530390f85f600015705bf,,6,Scenario 6,,,,
5b9530390f85f600015705bf,,7,Scenario 6,,,,
5b9530390f85f600015705bf,,8,Scenario 6,,,,
5b9530390f85f600015705bf,,1,Scenario 7,,,,
5b9530390f85f600015705bf,,2,Scenario 7,,,,
5b9530390f85f600015705bf,,3,Scenario 7,,,,
5b9530390f85f600015705bf,,4,Scenario 7,,,,
5b9530390f85f600015705bf,,5,Scenario 7,,,,
5b9530390f85f600015705bf,,6,Scenario 7,,,,
5b9530390f85f600015705bf,,7,Scenario 7,,,,
5b9530390f85f600015705bf,,8,Scenario 7,,,,
5b9530390f85f600015705bf,study as much as possible now and accept the grade she gets,1,Scenario 8,50,95,100,100
5b9530390f85f600015705bf,cheat by writing answers on hand or bringing note cards.,2,Scenario 8,0,20,0,0
5b9530390f85f600015705bf,play sick on exam day,3,Scenario 8,50,50,35,35
5b9530390f85f600015705bf,skip the exam,4,Scenario 8,0,20,50,35
5b9530390f85f600015705bf,fake an illness in the middle of the exam,5,Scenario 8,0,5,5,0
5b9530390f85f600015705bf,as a friend to diguise themselves as her and take it.,6,Scenario 8,0,2,0,0
5b9530390f85f600015705bf,threatened the smartest person in the class in order to make them give you the answers.,7,Scenario 8,0,1,0,0
5b9530390f85f600015705bf,take the test and just deal with results without studying.,8,Scenario 8,100,100,100,100
5aa806e7777df200016088c5,,2,Scenario 1,,,,
5aa806e7777df200016088c5,,3,Scenario 1,,,,
5aa806e7777df200016088c5,,4,Scenario 1,,,,
5aa806e7777df200016088c5,,5,Scenario 1,,,,
5aa806e7777df200016088c5,,6,Scenario 1,,,,
5aa806e7777df200016088c5,,7,Scenario 1,,,,
5aa806e7777df200016088c5,,8,Scenario 1,,,,
5aa806e7777df200016088c5,,1,Scenario 2,,,,
5aa806e7777df200016088c5,,2,Scenario 2,,,,
5aa806e7777df200016088c5,,3,Scenario 2,,,,
5aa806e7777df200016088c5,,4,Scenario 2,,,,
5aa806e7777df200016088c5,,5,Scenario 2,,,,
5aa806e7777df200016088c5,,6,Scenario 2,,,,
5aa806e7777df200016088c5,,7,Scenario 2,,,,
5aa806e7777df200016088c5,,8,Scenario 2,,,,
5aa806e7777df200016088c5,ask employees,2,Scenario 3,100,100,100,100
5aa806e7777df200016088c5,recount the money,3,Scenario 3,100,100,100,100
5aa806e7777df200016088c5,recount customer transactions,4,Scenario 3,74,40,100,42
5aa806e7777df200016088c5,look for misplaced cash,5,Scenario 3,100,100,100,100
5aa806e7777df200016088c5,check for math errors,6,Scenario 3,77,68,100,80
5aa806e7777df200016088c5,cover the loss himself,7,Scenario 3,13,59,28,12
5aa806e7777df200016088c5,check the safe,8,Scenario 3,100,100,100,100
5aa806e7777df200016088c5,explain the situation to the teacher,1,Scenario 4,100,100,100,100
5aa806e7777df200016088c5,call her mom for help,2,Scenario 4,23,76,25,85
5aa806e7777df200016088c5,show proof of mistake,3,Scenario 4,100,27,100,79
5aa806e7777df200016088c5,email the homework if possible,5,Scenario 4,100,100,25,79
5aa806e7777df200016088c5,ask for a makeup assignment,6,Scenario 4,100,64,14,15
5aa806e7777df200016088c5,submit it late,7,Scenario 4,0,50,6,84
5aa806e7777df200016088c5,complete it at school,8,Scenario 4,100,0,0,0
5aa806e7777df200016088c5,,1,Scenario 5,,,,
5aa806e7777df200016088c5,,2,Scenario 5,,,,
5aa806e7777df200016088c5,,3,Scenario 5,,,,
5aa806e7777df200016088c5,,4,Scenario 5,,,,
5aa806e7777df200016088c5,,6,Scenario 5,,,,
5aa806e7777df200016088c5,,7,Scenario 5,,,,
5aa806e7777df200016088c5,,8,Scenario 5,,,,
5aa806e7777df200016088c5,renew the membership,1,Scenario 6,100,100,100,100
5aa806e7777df200016088c5,pay for a day pass,2,Scenario 6,100,72,100,77
5aa806e7777df200016088c5,ask for a guest pass,3,Scenario 6,32,39,12,5
5aa806e7777df200016088c5,check for gym specials,5,Scenario 6,100,100,100,100
5aa806e7777df200016088c5,contact customer service,6,Scenario 6,35,25,37,78
5aa806e7777df200016088c5,check for membership extensions,7,Scenario 6,100,100,66,57
5aa806e7777df200016088c5,ask for a discount,8,Scenario 6,100,100,100,100
5aa806e7777df200016088c5,use another card,1,Scenario 7,100,100,100,100
5aa806e7777df200016088c5,pay with cash,2,Scenario 7,100,100,100,100
5aa806e7777df200016088c5,call the bank,3,Scenario 7,100,100,100,100
5aa806e7777df200016088c5,contact a friend for help,4,Scenario 7,26,83,13,33
5aa806e7777df200016088c5,use a mobile payment app,5,Scenario 7,100,100,100,100
5aa806e7777df200016088c5,borrow from his date,6,Scenario 7,0,24,0,0
5aa806e7777df200016088c5,ask to split the bill,7,Scenario 7,56,67,0,50
5aa806e7777df200016088c5,apologize and promise repayment,8,Scenario 7,0,0,0,0
5aa806e7777df200016088c5,,1,Scenario 8,,,,
5aa806e7777df200016088c5,,2,Scenario 8,,,,
5aa806e7777df200016088c5,,3,Scenario 8,,,,
5aa806e7777df200016088c5,,4,Scenario 8,,,,
5aa806e7777df200016088c5,,5,Scenario 8,,,,
5aa806e7777df200016088c5,,6,Scenario 8,,,,
5aa806e7777df200016088c5,,7,Scenario 8,,,,
5aa806e7777df200016088c5,,8,Scenario 8,,,,
