Prolific_ID,Option Generated,Generation,Scenario,How Good,How Probable,How Morally Acceptable,How Normal
5b9530390f85f600015705bf,sleep until they are found,8,Scenario 5,11,4,50,2
5b9530390f85f600015705bf,study as much as possible now and accept the grade she gets,1,Scenario 8,50,95,100,100
5b9530390f85f600015705bf,cheat by writing answers on hand or bringing note cards.,2,Scenario 8,0,20,0,0
5b9530390f85f600015705bf,play sick on exam day,3,Scenario 8,50,50,35,35
5b9530390f85f600015705bf,skip the exam,4,Scenario 8,0,20,50,35
5b9530390f85f600015705bf,fake an illness in the middle of the exam,5,Scenario 8,0,5,5,0
5b9530390f85f600015705bf,as a friend to diguise themselves as her and take it.,6,Scenario 8,0,2,0,0
5b9530390f85f600015705bf,threatened the smartest person in the class in order to make them give you the answers.,7,Scenario 8,0,1,0,0
5b9530390f85f600015705bf,take the test and just deal with results without studying.,8,Scenario 8,100,100,100,100
5aa806e7777df200016088c5,review security footage,1,Scenario 3,100,100,100,100
5aa806e7777df200016088c5,ask employees,2,Scenario 3,100,100,100,100
5aa806e7777df200016088c5,recount the money,3,Scenario 3,100,100,100,100
5aa806e7777df200016088c5,recount customer transactions,4,Scenario 3,74,40,100,42
5aa806e7777df200016088c5,look for misplaced cash,5,Scenario 3,100,100,100,100
5aa806e7777df200016088c5,check for math errors,6,Scenario 3,77,68,100,80
5aa806e7777df200016088c5,cover the loss himself,7,Scenario 3,13,59,28,12
5aa806e7777df200016088c5,check the safe,8,Scenario 3,100,100,100,100
5aa806e7777df200016088c5,explain the situation to the teacher,1,Scenario 4,100,100,100,100
5aa806e7777df200016088c5,call her mom for help,2,Scenario 4,23,76,25,85
5aa806e7777df200016088c5,show proof of mistake,3,Scenario 4,100,27,100,79
5aa806e7777df200016088c5,ask for an extension,4,Scenario 4,100,27,100,79
5aa806e7777df200016088c5,email the homework if possible,5,Scenario 4,100,100,25,79
5aa806e7777df200016088c5,ask for a makeup assignment,6,Scenario 4,100,64,14,15
5aa806e7777df200016088c5,submit it late,7,Scenario 4,0,50,6,84
5aa806e7777df200016088c5,complete it at school,8,Scenario 4,100,0,0,0
5aa806e7777df200016088c5,renew the membership,1,Scenario 6,100,100,100,100
5aa806e7777df200016088c5,pay for a day pass,2,Scenario 6,100,72,100,77
5aa806e7777df200016088c5,ask for a guest pass,3,Scenario 6,32,39,12,5
5aa806e7777df200016088c5,use a friend's membership,4,Scenario 6,32,39,12,5
5aa806e7777df200016088c5,check for gym specials,5,Scenario 6,100,100,100,100
5aa806e7777df200016088c5,contact customer service,6,Scenario 6,35,25,37,78
5aa806e7777df200016088c5,check for membership extensions,7,Scenario 6,100,100,66,57
5aa806e7777df200016088c5,ask for a discount,8,Scenario 6,100,100,100,100
5aa806e7777df200016088c5,use another card,1,Scenario 7,100,100,100,100
5aa806e7777df200016088c5,pay with cash,2,Scenario 7,100,100,100,100
5aa806e7777df200016088c5,call the bank,3,Scenario 7,100,100,100,100
5aa806e7777df200016088c5,contact a friend for help,4,Scenario 7,26,83,13,33
5aa806e7777df200016088c5,use a mobile payment app,5,Scenario 7,100,100,100,100
5aa806e7777df200016088c5,borrow from his date,6,Scenario 7,0,24,0,0
5aa806e7777df200016088c5,ask to split the bill,7,Scenario 7,56,67,0,50
5aa806e7777df200016088c5,apologize and promise repayment,8,Scenario 7,0,0,0,0
57d88513995a0b0001635002,Replace the money,1,Scenario 3,0,0,0,0
57d88513995a0b0001635002,Tell his superiors,2,Scenario 3,92,50,100,81
57d88513995a0b0001635002,check if everyone paid,3,Scenario 3,84,95,100,94
57d88513995a0b0001635002,check the cameras,4,Scenario 3,100,100,100,91
57d88513995a0b0001635002,check who was working the register.,5,Scenario 3,100,100,100,100
57d88513995a0b0001635002,Ask the workers ,6,Scenario 3,67,75,100,77
57d88513995a0b0001635002,Fire the cashiers,7,Scenario 3,44,49,50,41
57d88513995a0b0001635002,Pray,8,Scenario 3,71,49,100,100
